username|email|role|dr|brand|date|nbtransacm0|nbtransacytd|txtransacnpem0|txtransacnvem0|txtransacnpeytd|txtransacnveytd|txtransacnpesm0|txtransacnvesm0|txtransacnpesytd|txtransacnvesytd|txtransacnpesam0|txtransacnvesam0|txtransacnpesaytd|txtransacnvesaytd|ranknpem0|ranknpeytd|ranknpesm0|ranknpesytd|ranknpesam0|ranknpesaytd|nbreclientscontactablesemailh|nbreclientsinactifsemailh|nbreclientsanimesm0|nbreclientstransformesm0|caclientstransformesm0|cacrmytd
215 Passy|passy215@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|716|3563|33.94|0.14|32.50|4.04|29.19|0.14|25.46|3.31|24.72|0.14|23.15|3.31|92|71|94|85|62|53|3050|495|1613|42|2185.7|13608.2
217 Lyon confluence|217lyonconfluence@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|404|1987|75.99|0.25|67.19|5.03|69.31|0.25|61.65|4.63|58.17|0.00|40.82|3.27|3|2|4|2|6|10|4750|668|2013|36|2882.2|9952.66
219 Saint Michel|219stmichel@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|509|2536|8.84|0.00|13.09|0.95|7.27|0.00|11.91|0.79|5.70|0.00|8.24|0.91|128|125|128|124|125|116|1422|165|568|6|518.4|2953.18
220 Beaugrenelle|220beaugrenelle@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|991|4626|43.19|0.30|29.70|2.72|39.35|0.30|26.48|2.53|37.34|0.50|24.73|2.75|65|90|56|79|31|45|3153|416|1656|32|3959.2|13213.5
221 Dijon Toison|221dijontoison@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|359|1871|75.77|0.84|70.50|5.34|69.64|0.84|64.30|4.65|66.30|0.56|56.28|4.06|4|1|3|1|1|2|5712|936|2484|43|3591.1|20705.97
300 MARSEILLE|glstferreol300@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|379|1973|26.39|0.26|26.36|2.84|23.75|0.26|23.72|2.84|23.22|0.53|23.06|2.89|109|101|103|93|67|54|2361|369|1004|16|2859|9136.75
302 GL Haussmann|lpHausmann302@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|160|793|27.50|0.00|8.07|1.89|21.25|0.00|6.05|1.51|20.00|0.00|5.30|1.64|106|130|111|130|79|126|699|61|222|4|558|760.12
303 BHV Rivoli|lprivoli303@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|1058|6267|47.92|0.09|31.83|4.85|42.91|0.09|28.26|4.48|3.40|0.00|2.94|0.97|52|74|47|72|129|131|4974|551|2410|22|2279|17755.47
304 GL Tours|304lpgltours@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|309|1601|42.72|0.32|34.73|5.43|34.30|0.32|28.29|4.37|33.33|0.32|27.42|4.75|67|62|75|71|43|37|3506|513|1349|15|1220.65|5651.69
305 GL Grenoble|305glgrenoble@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|580|2979|47.07|0.34|37.87|6.51|42.24|0.17|33.87|5.64|10.00|0.34|8.32|2.62|54|49|49|49|113|115|3205|491|1372|18|2186|13389.09
306 GL Toulouse|306gltoulouse@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|685|3509|51.68|0.29|38.42|5.70|44.96|0.29|30.41|4.59|21.90|0.00|11.71|1.68|41|47|41|60|69|102|4182|462|1831|16|2176.8|6487.45
307 GL Cap 3000|307glcap3000@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|677|3272|36.48|0.30|29.71|2.48|34.56|0.30|27.75|2.29|14.03|0.30|18.83|2.08|88|89|73|75|101|66|3032|522|1503|24|5287.85|15443.05
308 GL Belle Epine|308glbelleepine@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|135|136|135|136|135|136|868|105|315|3|591|1435.4
309 GL Bordeaux|309glbordeaux@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|1775|8468|39.66|0.68|33.05|4.29|34.54|0.85|27.29|3.67|26.76|0.73|19.12|2.28|79|69|74|76|57|65|7655|835|3458|65|4479.2|23282.64
310 GL Lille|310gllille@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|136|137|136|137|136|137|1181|147|460|5|278.8|1058
311 GL Lyon Bron|311gllyonbron@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|592|3129|44.76|0.17|41.67|4.44|40.37|0.17|37.81|4.25|34.63|0.51|27.90|3.42|62|39|53|36|39|35|3444|571|1843|48|7672.5|30275.78
312 GL Lyon Part Dieu|312gllyonpartdieu@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|658|3535|45.44|0.46|28.60|4.72|37.84|0.61|23.62|4.21|35.71|0.61|21.98|4.33|58|91|63|95|36|57|2999|567|1488|21|3855.2|14330.14
313 GL Maine|313glmaine@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|940|5156|21.81|0.21|20.44|3.30|16.81|0.11|16.72|2.87|14.89|0.11|15.15|2.37|117|116|119|117|99|89|2821|508|1318|18|2552|13436.56
314 GL Marseille Bourse|314glmarseillebourse@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|389|1911|44.73|0.26|36.84|3.98|40.36|0.51|33.65|3.61|39.59|0.26|31.08|3.14|64|55|54|50|25|31|2509|452|1160|14|1570.05|9917.15
315 GL Montpellier|315glmontpellier@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|469|2331|66.74|1.07|51.61|6.95|62.69|0.85|47.83|6.18|60.77|0.85|46.07|6.56|15|12|11|11|2|7|2695|416|1433|10|1251.3|8599.78
316 GL Nantes Decre|316glnantesdecre@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|693|3764|36.80|0.29|32.20|5.42|30.45|0.14|25.88|4.41|30.01|0.14|25.53|4.33|86|72|92|83|51|44|7378|1016|2793|25|4115.2|20348.4
317 GL Nice Massena|317glnicemassena@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|872|3853|27.75|0.23|24.73|4.96|22.13|0.23|18.76|3.40|20.87|0.11|17.83|3.32|104|104|105|107|74|72|3654|569|1598|19|2296.3|14359
318 GL Perpignan|318glperpignan@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|296|1478|62.16|0.34|49.46|7.17|49.32|0.00|40.60|5.28|48.65|0.00|39.38|4.94|22|17|34|22|14|13|4630|633|1627|26|2945|13020.61
319 GL Rosny|319glrosny@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|411|2611|71.78|0.73|38.95|6.97|66.42|0.73|35.24|6.05|18.73|0.24|8.46|2.18|5|44|5|43|83|113|3402|384|1486|27|4144.6|14895
320 GL Strasbourg|320glstrasbourg@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|1428|5851|56.51|0.98|37.67|7.04|47.20|1.12|31.57|5.79|27.45|0.77|22.00|4.48|30|50|37|57|56|56|6072|878|2772|49|4608.2|19112.35
321 GL Amiens|321glamiens@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|245|1221|58.37|0.41|57.58|5.73|53.47|0.41|53.24|5.49|51.84|0.82|52.17|5.90|28|4|24|4|11|3|3903|640|1507|17|1381.3|7982.5
322 GL Angers|322glangers@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|414|2147|60.39|0.72|47.32|3.12|52.42|0.97|40.99|2.93|52.17|0.97|40.71|2.93|25|22|25|21|10|11|5786|818|2175|39|2492|14742.98
323 GL Annecy|323glannecy@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|276|1501|45.65|0.00|44.90|3.53|40.58|0.72|39.24|3.00|40.22|0.72|38.04|3.80|57|25|51|32|24|17|1843|303|992|23|3996.7|15987.42
324 GL Avignon Cap Sud|324glavignoncapsud@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|270|1510|42.22|1.11|41.92|7.28|39.63|1.11|39.27|7.28|22.59|0.74|23.44|5.03|70|36|55|30|68|50|2315|415|1168|17|2162.2|9960.45
325 GL Bayonne|325glbayonne@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|206|1034|45.15|0.49|44.00|4.93|37.86|0.00|37.14|3.97|37.38|0.00|36.65|4.16|59|29|62|38|30|22|2694|369|1039|11|1089.2|3936.25
326 GL Besancon|326glbesancon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|295|1528|48.47|0.00|34.16|3.08|32.54|0.34|26.83|2.62|31.53|0.34|25.65|2.75|50|64|81|77|47|43|1496|277|819|11|731.3|4071.45
327 GL Biarritz|327glbiarritz@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|314|1398|31.21|0.96|23.18|2.86|26.75|0.64|18.88|2.00|10.83|0.64|7.65|0.43|99|106|98|104|110|118|2031|245|745|8|1315|3713.45
328 GL Caen|328glcaen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|404|2072|38.61|0.00|34.65|4.87|31.19|0.00|29.30|4.15|25.25|0.00|24.47|3.72|82|63|86|64|61|46|4202|660|1580|25|2717.2|7895.98
329 GL Cannes|329glcannes@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|272|1415|65.81|1.10|54.56|8.48|61.40|1.10|50.46|8.13|53.68|2.57|40.92|7.21|16|9|13|7|8|9|3144|523|1391|26|2306.2|11377.05
330 GL Chambery|330glchambery@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|260|1357|40.00|0.77|27.27|3.24|33.08|0.77|18.94|1.99|30.38|0.77|17.10|1.92|78|95|77|103|50|77|841|154|443|8|571|2023
331 GL Clermont Ferrand|331glclermontferrand@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|406|2199|29.31|0.25|21.96|3.27|24.38|0.25|17.92|2.55|23.65|0.25|17.42|2.55|101|111|101|111|65|74|2110|264|908|12|1902.2|6416.71
332 GL Dijon|332gldijon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|352|1791|36.93|0.00|37.07|3.46|32.95|0.00|31.83|3.02|32.39|0.00|31.38|3.02|85|54|78|56|46|30|1995|419|1144|12|1270|9107.33
333 GL Evry|333glevry@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|409|2362|27.14|0.00|22.69|2.79|19.80|0.00|17.27|1.86|17.60|0.00|15.16|1.86|108|109|114|113|86|88|2613|450|1096|24|2672.2|9807.1
334 GL Le Mans|334gllemans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|423|1972|36.64|0.71|31.19|2.18|34.28|0.71|27.84|2.13|33.33|0.71|27.43|2.18|87|78|76|74|44|36|3041|418|1215|29|3283.4|8577.4
335 GL Limoges|335gllimoges@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|451|2288|29.27|0.67|34.05|3.10|22.62|0.44|29.15|2.71|19.51|0.22|21.20|2.36|102|65|104|65|80|60|2759|458|1229|20|1873.5|8181.28
336 GL Metz|336glmetz@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|501|2243|54.49|1.00|36.74|6.06|45.71|1.00|30.32|4.81|9.18|0.80|6.11|0.94|33|57|39|61|117|124|3164|535|1489|21|1494|6397.36
337 GL Orleans|337glorleans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|355|1802|68.45|0.56|56.16|7.60|59.72|0.56|46.67|6.60|59.44|0.56|46.00|6.66|11|7|16|14|3|8|3226|429|1368|29|2238.6|12347.23
338 GL Pau|338glpau@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|0|742|0.0|0.0|30.19|7.14|0.0|0.0|25.20|6.60|0.0|0.0|23.18|6.74|137|85|137|86|137|52|1903|233|601|3|233|1951.37
339 GL Reims|339glreims@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|325|1694|48.31|1.23|42.50|10.63|44.31|1.23|39.26|10.33|43.38|0.92|38.02|10.21|51|31|43|31|20|18|3698|577|1491|14|1767|8231.36
340 GL Rennes|340glrennes@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|524|2563|28.82|0.38|27.82|3.24|21.76|0.00|21.93|2.11|21.18|0.00|21.30|2.34|103|93|107|99|73|59|4197|663|1631|14|575|6208.42
341 GL Rouen|341glrouen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|251|1399|49.00|0.40|44.67|2.93|43.43|0.40|40.10|2.57|43.03|0.40|39.53|2.57|48|26|46|25|21|12|3123|475|1296|19|1674.2|6212.2
342 GL Toulon|342gltoulon@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|395|939|6.58|0.00|11.50|1.06|5.82|0.25|10.22|0.96|4.30|0.25|7.45|0.85|130|128|129|126|128|120|411|78|172|5|291.8|977.1
343 LP Parly2|343lpparly2@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|299|1809|64.88|0.67|42.23|7.08|53.51|0.67|34.94|6.08|20.07|1.34|14.87|2.93|17|33|23|46|77|90|2392|206|981|16|764|4804.78
346 GL Homme Mode|346@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|721|3449|2.50|0.00|3.86|0.49|1.66|0.00|3.04|0.35|1.11|0.00|2.23|0.23|131|132|131|132|131|132|416|75|204|2|521.3|2863.85
401 RUE ROYALE|rueroyale401@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|261|1475|15.33|0.38|17.83|0.34|12.26|0.38|15.05|0.34|12.26|0.38|14.31|0.81|3|3|3|2|3|2||||||
402 CDG2F1|CDG2F1402@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|288|1197|1.39|0.00|3.26|0.00|0.35|0.00|0.92|0.00|0.35|0.00|0.75|0.00|11|9|9|7|9|7||||||
403 CDG2F2|CDG2F2403@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|312|1450|1.60|0.00|1.24|0.00|0.00|0.00|0.21|0.00|0.00|0.00|0.14|0.00|10|12|10|11|10|12||||||
404 ROYAL QUARTZ ROISSY CDG E2-S3|CDG2E2404@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|514|2396|5.25|0.00|9.68|0.08|0.97|0.00|1.17|0.00|0.78|0.00|0.92|0.00|7|6|8|6|8|6||||||
406 CDG2E1 Royal Quartz|CDG2E1406@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|516|2498|0.39|0.00|4.12|0.04|0.00|0.00|0.16|0.00|0.00|0.00|0.16|0.00|12|8|11|12|11|11||||||
410 Madeleine|madeleine410@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|288|1547|22.57|0.00|23.59|1.75|15.28|0.00|16.81|0.90|13.19|0.00|15.45|1.10|114|105|122|116|106|86|1887|191|941|9|383.1|29923.5
411 Elysées|elysees411@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|1084|5054|6.92|0.00|7.12|1.01|4.43|0.00|4.45|0.75|3.32|0.09|3.30|1.19|129|131|130|131|130|130|1359|208|733|10|3792.9|35461.73
412 Auber|auber412@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|647|3608|16.85|0.31|13.08|0.83|11.75|0.31|9.92|0.61|10.97|0.31|9.15|1.00|124|126|126|127|109|111|2753|324|1302|20|942.5|19947.13
413 Carrousel|413carrousel@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|138|138|138|138|138|138|448|58|201|2|142|233
415 ROYAL QUARTZ ROISSY CDG 2G|CDGT2G415@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13|15|12|13|12|13||||||
417 ROYAL QUARTZ Liaison AC|CDGAC417@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|325|1219|19.38|0.00|29.29|0.25|2.77|0.00|2.46|0.08|0.92|0.00|1.15|0.08|2|2|5|5|7|5||||||
418 S4|418S4@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1123|0.00|0.00|0.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14|14|13|14|13|14||||||
419 GL HAUSSMANN HOMME LUXE|419glhommeluxe@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15|16|14|15|14|15||||||
420 ROYAL QUARTZ GL STRASBOURG|420@royal-quartz.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16|17|15|16|15|16||||||
421 AUGIS1830|421augis1830@augis1830.com|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1086|14.63|0.41|14.36|0.28|13.01|0.41|12.34|0.28|12.60|0.41|11.97|0.37|5|4|1|3|1|3||||||
422 ROYAL QUARTZ Terminal 1 |T1CDG422@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|254|1220|14.96|0.00|13.44|0.00|0.00|0.00|0.25|0.00|0.00|0.00|0.16|0.00|4|5|16|10|16|10||||||
423 ROYAL QUARTZ CDG S4|423@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|24|126|0.00|0.00|2.38|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17|10|17|17|17|17||||||
453 ORLY ROLEX|453@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|16|81|37.50|0.00|37.04|0.00|12.50|0.00|24.69|0.00|12.50|0.00|20.99|1.23|1|1|2|1|2|1||||||
454 ROYAL QUARTZ ORLY SUD MULTIMARQUE|454SudInternationale@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|778|4169|5.14|0.00|2.21|0.02|1.41|0.00|0.65|0.02|1.29|0.00|0.55|0.02|8|11|6|8|6|8||||||
455 ROYAL QUARTZ ORLY OUEST CENTRAL|455Ouest2@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|538|2642|5.76|0.00|4.24|0.00|5.20|0.00|3.71|0.00|5.20|0.00|3.52|0.04|6|7|4|4|4|4||||||
456 ROYAL QUARTZ ORLY OUEST HALL 3|456ouest3@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|284|1441|1.76|0.00|0.83|0.00|1.41|0.00|0.49|0.07|1.41|0.00|0.42|0.07|9|13|7|9|5|9||||||
Céline BRAISSAND|cbraissand@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11944|60744|46.15|0.51|39.08|4.05|40.47|0.54|34.47|3.52|30.90|0.71|26.79|3.13|0|0|0|0|0|0|70117|11083|33386|740|68159.4|307754.66
Claire LUNGAVIA|clungavia@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10884|52388|34.24|0.41|30.82|3.89|31.50|0.49|28.51|3.64|22.71|0.59|20.58|2.88|0|0|0|0|0|0|56786|9156|26047|498|52847.1|207207.95
David DESGARCEAUX|ddesgarceaux@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10957|55709|41.25|0.39|31.96|2.95|35.37|0.36|26.87|2.48|33.60|0.39|26.02|2.52|0|0|0|0|0|0|75775|10602|31014|675|52315|222245.73
Doris SEITZ Louis Pion|dseitz@royalquartz.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|2019|10209|12.33|0.10|11.72|1.06|8.32|0.10|8.26|0.72|7.18|0.15|7.21|1.11|0|0|0|0|0|0|6447|781|3177|41|5260.5|85565.36
Doris SEITZ Royal Quartz|dseitz@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|507|2561|14.99|0.39|16.36|0.31|12.62|0.39|13.90|0.31|12.43|0.39|13.32|0.62|0|0|0|0|0|0||||||
Jérémie BOURGAIN|jbourgain@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9750|45295|54.05|0.57|38.93|5.50|43.57|0.57|31.84|4.23|29.55|0.64|23.34|3.16|0|0|0|0|0|0|54987|8341|25319|539|40323.47|156631.54
Julien GAUTHEROT|jgautherot@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4095|19562|5.40|0.00|5.96|0.04|1.47|0.00|1.18|0.02|1.27|0.00|0.98|0.03|0|0|0|0|0|0||||||
LOUIS PION|""|ROLE_MARQUE|""|LOUIS PION|2016-05-01 00:00:00+02|80074|400888|42.49|0.43|33.33|3.81|36.81|0.43|28.88|3.27|24.35|0.53|19.87|2.58|0|0|0|0|0|0|438403|63770|198870|4041|357225.83|1580965.53
Romain DEBROISE|rdebroise@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9898|48770|37.82|0.51|31.55|3.68|32.73|0.46|26.93|3.07|27.21|0.44|21.36|2.56|0|0|0|0|0|0|59009|7746|24382|412|34549.7|148756.97
ROYAL QUARTZ|""|ROLE_MARQUE|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4602|22123|6.45|0.04|7.16|0.07|2.69|0.04|2.65|0.05|2.50|0.04|2.41|0.09|0|0|0|0|0|0||||||
Stéphane MORICEAU|smoriceau@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|12641|64834|29.91|0.29|25.03|2.77|25.28|0.26|21.13|2.32|17.59|0.26|15.00|2.05|0|0|0|0|0|0|46264|7417|22318|404|37321.9|171676.57
Steve BENDJAICHE|sbendjaiche@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11981|62939|60.26|0.41|40.49|4.70|54.12|0.41|36.29|4.29|14.26|0.78|10.59|2.26|0|0|0|0|0|0|69018|8644|33227|732|66448.76|281126.75
